name,type,gender
Lejle,first,female
Lelle,first,female
Lemmi,first,male
Lemna,first,female
Lencsi,first,female
Lenita,first,female
Lenka,first,female
Lenke,first,female
Lennon,first,male
Lenóra,first,female
Leon,first,male
Leona,first,female
Leonetta,first,female
Leonidász,first,male
Leontin,first,male
Leontina,first,female
Leonárd,first,male
Leonárdó,first,male
Leonóra,first,female
Leopold,first,male
Leopolda,first,female
Leopoldina,first,female
Lestár,first,male
Leticia,first,female
Letisa,first,female
Letta,first,female
Letti,first,female
Letícia,first,female
Levedi,first,male
Levendula,first,female
Levent,first,male
Levente,first,male
Levin,first,male
Levéd,first,male
Levízia,first,female
Lexa,first,female
Leó,first,male
Leóna,first,female
Leóti,first,female
Lia,first,female
Lianna,first,female
Liberátusz,first,male
Libor,first,male
Libériusz,first,male
Lidi,first,female
Lili,first,female
Lilia,first,female
Lilianna,first,female
Lilibell,first,female
Lilibella,first,female
Lilibet,first,female
Lilien,first,female
Liliom,first,female
Liliróza,first,female
Lilita,first,female
Lilián,first,female
Lilla,first,female
Lina,first,female
Linda,first,female
Linell,first,female
Linett,first,female
Linka,first,female
Linéa,first,female
Lionella,first,female
Lipót,first,male
Lira,first,female
Lisza,first,female
Livianna,first,female
Liviusz,first,male
Liz,first,female
Liza,first,female
Lizabell,first,female
Lizabella,first,female
Lizabett,first,female
Lizander,first,male
Lizanka,first,female
Lizanna,first,female
Lizaveta,first,female
Lizavéta,first,female
Lizell,first,female
Lizett,first,female
Lizetta,first,female
Liána,first,female
Lióra,first,female
Lola,first,female
Lolina,first,female
Lolli,first,female
Lora,first,female
Lorabella,first,female
Lorella,first,female
Lorena,first,female
Lorenza,first,female
Lorenzó,first,male
Loretta,first,female
Lori,first,female
Lorin,first,female
Lorina,first,female
Lorinc,first,male
Loriána,first,female
Lorka,first,female
Loránd,first,male
Loránt,first,male
Loréna,first,female
Lotta,first,female
Lotte,first,female
Lotti,first,female
Lotár,first,male
Luca,first,female
Lucia,first,female
Lucilla,first,female
Lucinda,first,female
Lucián,first,male
Luciána,first,female
Ludvig,first,male
Lujza,first,female
Lujzi,first,female
Lukrécia,first,female
Lukréciusz,first,male
Lukács,first,male
Lula,first,female
Lulu,first,female
Luna,first,female
Lupitá,first,female
Lád,first,male
Lámek,first,male
Lándor,first,male
László,first,male
Lázár,first,male
Lázó,first,male
Léda,first,female
Lél,first,male
Léla,first,female
Lélia,first,female
Léna,first,female
Léni,first,female
Lénárd,first,male
Lénárt,first,male
Létó,first,female
Lévi,first,male
Lícia,first,female
Lídia,first,female
Lígia,first,female
Líra,first,female
Líria,first,female
Lítia,first,female
Lívia,first,female
Lívió,first,male
Lízia,first,female
Lóci,first,male
Lóisz,first,female
Lóna,first,female
Lóránd,first,male
Lóránt,first,male
Lúcia,first,female
Lúciusz,first,male
Lúcsia,first,female
Lüszi,first,female
Lüszien,first,male
Lőrinc,first,male
Madléna,first,female
Madocsa,first,male
Magda,first,female
Magdaléna,first,female
Magdi,first,female
Magdolna,first,female
Magdó,first,female
Maglód,first,male
Magnusz,first,male
Magnólia,first,female
Magor,first,male
Magorka,first,female
Maida,first,female
Maja,first,female
Majlát,first,male
Majoranna,first,female
Majs,first,male
Majsa,first,male
Makrina,first,female
Makár,first,male
Malajka,first,female
Malakiás,first,male
Malda,first,female
Malina,first,female
Maléna,first,female
Manda,first,female
Mandel,first,male
Mandola,first,female
Mandorla,first,female
Mandula,first,female
Manfréd,first,male
Manfréda,first,female
Manna,first,female
Manszvét,first,male
Manszvéta,first,female
Manyi,first,female
Manó,first,male
Manóhar,first,male
Mara,first,female
Marcel,first,male
Marcell,first,male
Marcella,first,female
Marcellina,first,female
Marcián,first,male
Margaretta,first,female
Margarita,first,female
Margarét,first,female
Margaréta,first,female
Margit,first,female
Margita,first,female
Margitta,first,female
Margitvirág,first,female
Margó,first,female
Mari,first,female
Mariann,first,female
Marianna,first,female
Maribel,first,female
Marica,first,female
Mariella,first,female
Mariett,first,female
Marietta,first,female
Marika,first,female
Marilla,first,female
Marina,first,female
Marinella,first,female
Marinetta,first,female
Marinusz,first,male
Mariska,first,female
Marita,first,female
Marián,first,male
Marióra,first,female
Markel,first,male
Markéta,first,female
Markó,first,male
Marsal,first,male
Martin,first,male
Martina,first,female
Martinella,first,female
Martinka,first,female
Marton,first,male
Martos,first,male
Maréza,first,female
Marót,first,male
Matea,first,female
Mateusz,first,male
Mateó,first,male
Matild,first,female
Matin,first,male
Mattenai,first,male
Matteó,first,male
Matán,first,male
Mauró,first,male
Maxima,first,female
Maximilián,first,male
Maximilla,first,female
Maximusz,first,male
Medárd,first,male
Medárda,first,female
Medó,first,female
Medóra,first,female
Megyer,first,male
Megán,first,female
Meike,first,female
Melani,first,female
Melina,first,female
Melinda,first,female
Melissza,first,female
Meliton,first,male
Melitta,first,female
Melióra,first,female
Meluzina,first,female
Melánia,first,female
Melódia,first,female
Menodóra,first,female
Menta,first,female
Menyhért,first,male
Mercédesz,first,female
Meredisz,first,female
Messzua,first,female
Metella,first,female
Metód,first,male
Mia,first,female
Miabella,first,female
Miana,first,female
Mici,first,female
Mietta,first,female
Mihaéla,first,female
Mihály,first,male
Mika,first,male
Mikaéla,first,female
Mikeás,first,male
Mikió,first,male
Miklós,first,male
Miksa,first,male
Mikál,first,female
Mikán,first,male
Mikáél,first,male
Mikó,first,male
Mila,first,female
Milad,first,male
Milana,first,female
Milanna,first,female
Milda,first,female
Mildi,first,female
Mili,first,female
Milián,first,male
Milkó,first,male
Milla,first,female
Milli,first,female
Milorád,first,male
Milos,first,male
Milován,first,male
Miltiádész,first,male
Milton,first,male
Milád,first,male
Milágrosz,first,female
Milán,first,male
Miléna,first,female
Miló,first,male
Mima,first,female
Mimi,first,female
Mimma,first,female
Mimóza,first,female
Mina,first,female
Minella,first,female
Minerva,first,female
Minett,first,female
Minetta,first,female
Minna,first,female
Mira,first,female
Mirabell,first,female
Mirabella,first,female
Miranda,first,female
Mirandella,first,female
Mirandolína,first,female
Mirea,first,female
Mirella,first,female
Miri,first,female
Miriam,first,female
Mirijam,first,female
Mirinda,first,female
Miriám,first,female
Mirjam,first,female
Mirjám,first,female
Mirjána,first,female
Mirka,first,female
Mirkó,first,male
Mirna,first,female
Miron,first,male
Mirona,first,female
Mirta,first,female
Mirtilia,first,female
Mirán,first,male
Mirázs,first,female
Miró,first,male
Misa,first,male
Misel,first,male
Misell,first,female
Miska,first,male
Miske,first,male
Misó,first,male
Mita,first,female
Mitkó,first,male
Miu,first,female
Mizse,first,male
Mogyoró,first,female
Molli,first,female
Mona,first,female
Monor,first,male
Monti,first,male
Montika,first,female
Morella,first,female
Morgána,first,female
Mortimer,first,male
Moána,first,female
Mábel,first,female
Mádhuri,first,female
Máli,first,female
Málna,first,female
Mályva,first,female
Mánuel,first,male
Mánóah,first,male
Március,first,male
Mária,first,female
Máriusz,first,male
Márió,first,male
Márk,first,male
Márkus,first,male
Márkusz,first,male
Márkó,first,male
Márta,first,female
Márti,first,female
Márton,first,male
Mása,first,female
Mátka,first,female
Mátyus,first,male
Mátyás,first,male
Mátán,first,male
Máté,first,male
Méda,first,female
Médea,first,female
Médeia,first,female
Médi,first,female
Mélia,first,female
Ménrót,first,male
Ménás,first,male
Méra,first,female
Méri,first,female
Méru,first,male
Méráb,first,female
Méta,first,female
Métisz,first,female
Mézi,first,female
Míla,first,female
Mília,first,female
Mína,first,female
Míra,first,female
Míria,first,female
Móhini,first,female
Móka,first,male
Móna,first,female
Móni,first,female
Mónika,first,female
Mór,first,male
Móric,first,male
Mózes,first,male
Mózsi,first,male
Músza,first,male
Múzsa,first,female
Nabi,first,female
Nadett,first,female
Nagyezsda,first,female
Nanda,first,female
Nandin,first,female
Nandini,first,female
Nandita,first,female
Nandó,first,male
Nanett,first,female
Nanetta,first,female
Naomi,first,female
Napsugár,first,female
Napvirág,first,female
Napóleon,first,male
Narcissza,first,female
Narcisszusz,first,male
Narin,first,female
Narmin,first,female
Narutó,first,male
Naszim,first,male
Nasztázia,first,female
Naszír,first,male
Nataniel,first,male
Natasa,first,female
Natália,first,female
Natánia,first,female
Nauszika,first,female
Nausziká,first,female
Navid,first,male
Naómi,first,female
Nefelejcs,first,female
Nefeli,first,female
Nelda,first,female
Nella,first,female
Nelli,first,female
Nemere,first,male
Nenszi,first,female
Nenád,first,male
Nepomuk,first,male
Nerella,first,female
Nergál,first,male
Nerina,first,female
Nessza,first,female
Neste,first,female
Neszrin,first,female
Neszta,first,female
Nesztor,first,male
Netta,first,female
Netti,first,female
Nevin,first,male
Neó,first,male
Niara,first,female
Nihán,first,female
Nikander,first,male
Niki,first,female
Nikodémia,first,female
Nikodémus,first,male
Nikodémusz,first,male
Nikol,first,female
Nikolasz,first,male
Nikolett,first,female
Nikoletta,first,female
Nikolász,first,male
Nikosz,first,male
Niké,first,female
Nikétás,first,male
Nila,first,female
Nimer,first,male
Nimród,first,male
Nimái,first,male
Nina,first,female
Ninabella,first,female
Ninella,first,female
Ninetta,first,female
Nissza,first,female
Nitái,first,male
Noam,first,male
Noel,first,male
Noelina,first,female
Noella,first,female
Nola,first,female
Nolan,first,male
Nolen,first,male
Nolina,first,female
Nona,first,female
Nonna,first,female
Norbert,first,male
Norberta,first,female
Norella,first,female
Norena,first,female
Norik,first,male
Norina,first,female
Norisz,first,male
Norka,first,female
Norma,first,female
Norman,first,male
Norton,first,male
Norvard,first,male
Nova,first,female
Noé,first,male
Noéla,first,female
Noélia,first,female
Noémi,first,female
Nyeste,first,female
Nyikoláj,first,male
Nyék,first,male
Nádja,first,female
Nága,first,male
Náhum,first,male
Nájiká,first,female
Nándor,first,male
Náni,first,female
Nárcisz,first,female
Náre,first,female
Nármin,first,female
Náron,first,male
Násfa,first,female
Nátán,first,male
Nátánael,first,male
Nátániel,first,male
Názár,first,male
Néla,first,female
Néle,first,female
Nélia,first,female
Némó,first,male
Néró,first,male
Nétus,first,male
Nétusz,first,male
Néva,first,female
Névia,first,female
Níla,first,female
Nívia,first,female
Nóna,first,female
Nónusz,first,male
Nóra,first,female
Nóri,first,female
Nóva,first,female
Núria,first,female
Odett,first,female
Odetta,first,female
Odiló,first,male
Odília,first,female
Oktár,first,male
Oktáv,first,male
Oktávia,first,female
Oktávián,first,male
Olivér,first,male
Oliána,first,female
Olívia,first,female
Omár,first,male
Onur,first,male
Opál,first,female
Orbán,first,male
Orbó,first,male
Orchidea,first,female
Orgona,first,female
Orianna,first,female
Oriána,first,female
Orlandó,first,male
Ormos,first,male
Oros,first,male
Orsi,first,female
Orsika,first,female
Orsolya,first,female
Orália,first,female
Osszián,first,male
Oszkár,first,male
Oszlár,first,male
Oszvald,first,male
Oszvalda,first,female
Otelló,first,male
Otisz,first,male
Otmár,first,male
Otniel,first,male
Otti,first,female
Ottilia,first,female
Ottokár,first,male
Ottó,first,male
Otília,first,female
Oven,first,male
Ovídiusz,first,male
Oxána,first,female
Ozirisz,first,male
Ozor,first,male
Ozsvát,first,male
Ozán,first,male
Palkó,first,male
Palmira,first,female
Palóma,first,female
Paméla,first,female
Pamína,first,female
Pandora,first,female
Pandóra,first,female
Panka,first,female
Panna,first,female
Pannaróza,first,female
Panni,first,female
Parisza,first,female
Paszkál,first,male
Paszkália,first,female
Pasztorella,first,female
Patony,first,male
Patricia,first,female
Patrik,first,male
Patrícia,first,female
Patrícius,first,male
Paula,first,female
Pauletta,first,female
Paulin,first,female
Paulina,first,female
Pavitrá,first,female
Pelbárt,first,male
Pellegrin,first,male
Pelágia,first,female
Pelágiusz,first,male
Peng,first,male
Penni,first,female
Penton,first,male
Perenna,first,female
Perjámos,first,male
Perpétua,first,female
Petra,first,female
Petres,first,male
Petrik,first,male
Petrina,first,female
Petronella,first,female
Petrónia,first,female
Petróniusz,first,male
Petúnia,first,female
Petúr,first,male
Pető,first,male
Pilár,first,female
Pintyőke,first,female
Pipacs,first,female
Pippa,first,female
Piramusz,first,male
Piri,first,female
Pirit,first,female
Piros,first,female
Piroska,first,female
Platina,first,female
Platón,first,male
Pola,first,female
Polett,first,female
Polikárp,first,male
Polina,first,female
Polixénia,first,female
Polla,first,female
Polli,first,female
Pompília,first,female
Pompónia,first,female
Pongrác,first,male
Porfir,first,male
Preszton,first,male
Primula,first,female
Priszcilla,first,female
Prémá,first,female
Prímusz,first,male
Psziché,first,female
Pál,first,male
Pálma,first,female
Pálos,first,male
Páris,first,male
Pázmán,first,male
Pázmány,first,male
Pénelopé,first,female
Péter,first,male
Pírea,first,female
Póla,first,female
Pósa,first,male
Rabán,first,male
Radojka,first,female
Radomér,first,male
Radoszláv,first,male
Radován,first,male
Radvány,first,male
Radó,first,male
Rafael,first,male
Rafaella,first,female
Rafaéla,first,female
Ragna,first,female
Ragnar,first,male
Rajka,first,male
Rajmond,first,male
Rajmonda,first,female
Rajmund,first,male
Rajmunda,first,female
Rajnald,first,male
Rajnáld,first,male
Ralf,first,male
Rami,first,male
Ramina,first,female
Ramira,first,female
Ramirez,first,male
Ramiró,first,male
Ramzi,first,male
Ramón,first,male
Ramóna,first,female
Randolf,first,male
Rasdi,first,female
Raul,first,male
Raziel,first,male
Razmus,first,male
Raúf,first,male
Raúl,first,male
Rea,first,female
Rebeka,first,female
Rege,first,female
Regina,first,female
Reginald,first,male
Regös,first,male
Regő,first,male
Regős,first,male
Rella,first,female
Remig,first,male
Remény,first,female
Reményke,first,female
Rena,first,female
Renáta,first,female
Renátusz,first,male
Renátó,first,male
René,first,male
Rezeda,first,female
Rezső,first,male
Ria,first,female
Riana,first,female
Richárd,first,male
Rihárd,first,male
Rika,first,female
Rikárdó,first,male
Rikó,first,male
Rimma,first,female
Rina,first,female
Rita,first,female
Ritta,first,female
Riza,first,female
Roberta,first,female
Robertin,first,female
Robertina,first,female
Robertó,first,male
Robin,first,male
Robina,first,female
Robinetta,first,female
Robinzon,first,male
Roderik,first,male
Rodion,first,male
Rodrigó,first,male
Rodzser,first,male
Rodé,first,female
Rokkó,first,male
Roland,first,male
Rolf,first,male
Romed,first,male
Romi,first,female
Romina,first,female
Rominett,first,female
Romola,first,female
Romulusz,first,male
Romvald,first,male
Román,first,male
Romána,first,female
Románó,first,male
Romárió,first,male
Ron,first,male
Rona,first,female
Ronald,first,male
Ronaldó,first,male
Ronen,first,male
Ronett,first,female
Ronetta,first,female
Roni,first,male
Ronin,first,male
Roszánó,first,male
Rovéna,first,female
Roxi,first,female
Roxán,first,female
Roxána,first,female
Rozali,first,female
Rozalin,first,female
Rozalina,first,female
Rozalinda,first,female
Rozamunda,first,female
Rozanna,first,female
Rozi,first,female
Rozina,first,female
Rozinda,first,female
Rozita,first,female
Rozmarin,first,female
Rozmaring,first,female
Rozvita,first,female
Rozál,first,female
Rozália,first,female
Ruben,first,male
Rubi,first,female
Rubin,first,female
Rubina,first,female
Rubinka,first,female
Rudolf,first,male
Rudolfina,first,female
Ruga,first,male
Rupert,first,male
Ruperta,first,female
Ruszalka,first,female
Ruszlán,first,male
Ruszlána,first,female
Rusztem,first,male
Ruven,first,male
Ráchel,first,female
Ráfis,first,male
Ráhel,first,female
Rájen,first,male
Rákhel,first,female
Rákis,first,female
Ránia,first,female
Rápolt,first,male
Rátold,first,male
Rázsony,first,male
Réka,first,female
Rémus,first,male
Rémusz,first,male
Réna,first,female
Réta,first,female
Réva,first,male
Rézi,first,female
Rézmán,first,male
Ríka,first,female
Róbert,first,male
Rókus,first,male
Rómeó,first,male
Róz,first,female
Róza,first,female
Rózabella,first,female
Rózamari,first,female
Rózi,first,female
Rózsa,first,female
Rózsi,first,female
Röné,first,female
Rúben,first,male
Rúfusz,first,male
Rúna,first,female
Rüja,first,female
Sakira,first,female
Sakti,first,female
Salamon,first,male
Salomé,first,female
Salóme,first,female
Samu,first,male
Samuella,first,female
Sanel,first,female
Santel,first,female
Santál,first,female
Sarel,first,male
Sarina,first,female
Sarolt,first,female
Sarolta,first,female
Sas,first,male
Sebes,first,male
Sebestyén,first,male
Sebő,first,male
Sebők,first,male
Seherezádé,first,female
Sejbán,first,male
Semjén,first,male
Simon,first,male
Simó,first,male
Sina,first,female
Sion,first,male
Sirá,first,female
Siváni,first,female
Skolasztika,first,female
Slomó,first,male
Sobor,first,male
Solt,first,male
Solymár,first,male
Som,first,male
Soma,first,male
Sosána,first,female
Spartakusz,first,male
Stefi,first,female
Stefán,first,male
Stefánia,first,female
Stella,first,female
Sudár,first,female
Sudárka,first,female
Sugár,first,female
Sugárka,first,female
Suki,first,female
Surd,first,male
Suriel,first,male
Surány,first,male
Szabella,first,female
Szabin,first,male
Szabina,first,female
Szabolcs,first,male
Szabrina,first,female
Szaffi,first,female
Szafia,first,female
Szafin,first,male
Szafira,first,female
Szahel,first,male
Szaid,first,male
Szaján,first,male
Szakura,first,female
Szalima,first,female
Szalvia,first,female
Szalviusz,first,male
Szalvátor,first,male
Szalárd,first,male
Szaléz,first,male
Szalók,first,male
Szamanta,first,female
Szamia,first,female
Szamira,first,female
Szamóca,first,female
Szandra,first,female
Szandró,first,male
Szaniszló,first,male
Szanna,first,female
Szantina,first,female
Szantiágó,first,male
Szantána,first,female
Szantínó,first,male
Szaraszvati,first,female
Szatmár,first,male
Szavanna,first,female
Szavina,first,female
Szavér,first,male
Szavéta,first,female
Szebasztián,first,male
Szeben,first,male
Szebáld,first,male
Szecső,first,male
Szeder,first,female
Szederke,first,female
Szedra,first,female
Szedrik,first,male
Szegfű,first,female
Szelemér,first,male
Szelenge,first,female
Szelestény,first,male
Szelim,first,male
Szelina,first,female
Szelli,first,female
Szellő,first,female
Szellőke,first,female
Szelma,first,female
Szelmá,first,female
Szeléna,first,female
Szemere,first,male
Szemerke,first,female
Szemira,first,female
Szemirámisz,first,female
Szemír,first,male
Szemőke,first,female
Szende,first,female
Szendi,first,female
Szendike,first,female
Szendile,first,female
Szendrő,first,male
Szengláhák,first,female
Szeniz,first,female
Szenta,first,female
Szente,first,male
Szepes,first,male
Szeptária,first,female
Szera,first,female
Szerafin,first,male
Szerafina,first,female
Szerah,first,female
Szergej,first,male
Szerkő,first,female
Szermond,first,male
Szervác,first,male
Szeráf,first,male
Szeréna,first,female
Szerénd,first,male
Szerénia,first,female
Szerénke,first,female
Szerénusz,first,male
Szevda,first,female
Szeverin,first,male
Szeverina,first,female
Szeverián,first,male
Szeveréd,first,male
Szevér,first,male
Szezen,first,female
Szibell,first,female
Szibella,first,female
Szibill,first,female
Szibilla,first,female
Szidalisz,first,female
Szidi,first,female
Szidor,first,male
Szidra,first,female
Szidónia,first,female
Szierra,first,female
Szigal,first,female
Szigfrid,first,male
Sziglind,first,female
Szigrid,first,female
Szilamér,first,male
Szilas,first,male
Szille,first,female
Szilva,first,female
Szilver,first,male
Szilveszter,first,male
Szilvesztra,first,female
Szilvi,first,female
Szilvia,first,female
Szilvianna,first,female
Szilviusz,first,male
Szilvió,first,male
Szilvána,first,female
Szilvánusz,first,male
Szilvér,first,male
Szilárd,first,male
Szilárda,first,female
Szilász,first,male
Szimin,first,female
Szimka,first,female
Szimonett,first,female
Szimonetta,first,female
Szimá,first,female
Szimóna,first,female
Szindbád,first,male
Szindi,first,female
Szinisa,first,male
Szinta,first,female
Szintia,first,female
Szira,first,female
Sziri,first,female
Sziringa,first,female
Szirka,first,female
Szirom,first,female
Szironka,first,female
Szirén,first,female
Szivárvány,first,female
Szmirna,first,female
Szofi,first,female
Szofia,first,female
Szofiana,first,female
Szofianna,first,female
Szofinett,first,female
Szofiána,first,female
Szofron,first,male
Szofrónia,first,female
Szohéila,first,female
Szonja,first,female
Szoren,first,male
Szorin,first,male
Sztefani,first,female
Sztefán,first,male
Sztella,first,female
Sztilla,first,female
Szébra,first,female
Szépa,first,female
Szépe,first,female
Szília,first,female
Színes,first,female
Szíriusz,first,male
Szítá,first,female
Szófia,first,female
Szörény,first,male
Szüntüké,first,female
Szüvellő,first,female
Sába,first,female
Sáfrány,first,female
Sáfély,first,female
Sámson,first,male
Sámuel,first,male
Sándor,first,male
Sára,first,female
Sári,first,female
Sárlott,first,female
Sárma,first,female
Sármen,first,female
Sáron,first,female
Sém,first,male
Sét,first,male
Sólyom,first,male
Söván,first,female
Sükösd,first,male
Tadeusz,first,male
Taksony,first,male
Talabor,first,male
Talabér,first,male
Talamér,first,male
Talita,first,female
Tallula,first,female
Tamara,first,female
Tamerlán,first,male
Tamila,first,female
Tamina,first,female
Tamira,first,female
Tamás,first,male
Tanázia,first,female
Tarcal,first,male
Tardos,first,male
Tarek,first,male
Tasnád,first,male
Tasziló,first,male
Tatjána,first,female
Tavasz,first,female
Tavaszka,first,female
Tea,first,female
Teca,first,female
Tege,first,male
Tegza,first,female
Tegze,first,male
Tekla,first,female
Telka,first,female
Temes,first,male
Tenger,first,male
Teobald,first,male
Teobalda,first,female
Teodor,first,male
Teodorik,first,male
Teodóra,first,female
Teodózia,first,female
Teofil,first,male
Teofila,first,female
Teofánia,first,female
Terenc,first,male
Terestyén,first,male
Tereza,first,female
Teri,first,female
Teréz,first,female
Teréza,first,female
Terézia,first,female
Tessza,first,female
Teó,first,male
Teónia,first,female
Tia,first,female
Tiana,first,female
Tiara,first,female
Tibold,first,male
Tibor,first,male
Tiborc,first,male
Tibád,first,male
Tibériusz,first,male
Ticián,first,male
Ticiána,first,female
Tifani,first,female
Tihamér,first,male
Tikva,first,female
Tilda,first,female
Tilla,first,female
Tim,first,male
Timna,first,female
Timon,first,male
Timona,first,female
Timor,first,male
Timoti,first,male
Timur,first,male
Timuzsin,first,male
Timót,first,male
Timótea,first,female
Timóteus,first,male
Timóteusz,first,male
Tina,first,female
Tira,first,female
Tiril,first,female
Tirza,first,female
Tirzusz,first,male
Titanilla,first,female
Titti,first,female
Tittína,first,female
Titusz,first,male
Titán,first,male
Titánia,first,female
Tivadar,first,male
Tivald,first,male
Tiván,first,male
Tiána,first,female
Tobán,first,male
Toma,first,male
Tomaj,first,male
Tomazina,first,female
Tomor,first,male
Tomázia,first,female
Tormás,first,male
Trevor,first,male
Trisztán,first,male
Triton,first,male
Trudi,first,female
Tubarózsa,first,female
Tulipán,first,female
Turul,first,male
Tuzon,first,male
Tuzson,first,male
Tácia,first,female
Tádé,first,male
Tália,first,female
Táltos,first,male
Támár,first,female
Tánya,first,female
Tárkány,first,male
Társia,first,female
Témisz,first,female
Téna,first,female
Ténia,first,female
Tétisz,first,female
Tétény,first,male
Tézeusz,first,male
Tícia,first,female
Tíciána,first,female
Tímea,first,female
Tíra,first,female
Tíria,first,female
Tóbia,first,female
Tóbiás,first,male
Tódor,first,male
Töhötöm,first,male
Tömör,first,male
Törtel,first,male
Túlia,first,female
Tünde,first,female
Tündi,first,female
Tündér,first,female
Tűzvirág,first,female
Ubul,first,male
Ugocsa,first,male
Ugod,first,male
Ugor,first,male
Ugron,first,male
Uldin,first,male
Uljána,first,female
Ulla,first,female
Ulpián,first,male
Ulrik,first,male
Ulrika,first,female
Ulászló,first,male
Umbertó,first,male
Upor,first,male
Urbán,first,male
Urbána,first,female
Uri,first,male
Uriel,first,male
Uriás,first,male
Uros,first,male
Urzula,first,female
Urzulina,first,female
Uránia,first,female
Uzon,first,male
Uzonka,first,female
Uzor,first,male
Vadim,first,male
Vadvirág,first,female
Vajda,first,male
Vajk,first,male
Vajta,first,male
Valburga,first,female
Valdemár,first,male
Valdó,first,male
Valencia,first,female
Valentin,first,male
Valentina,first,female
Valentínó,first,male
Valetta,first,female
Valina,first,female
Valkíria,first,female
Valter,first,male
Valton,first,male
Valér,first,male
Valéria,first,female
Valérió,first,male
Vanda,first,female
Vanessza,first,female
Vanilla,first,female
Vanna,first,female
Vanília,first,female
Varsány,first,male
Varínia,first,female
Vaszilia,first,female
Vasziliki,first,female
Vaszília,first,female
Vazul,first,male
Veca,first,female
Vedát,first,male
Vejke,first,male
Veka,first,female
Velek,first,male
Velka,first,female
Velmira,first,female
Vencel,first,male
Vendel,first,male
Vendela,first,female
Vendelina,first,female
Vendi,first,female
Venécia,first,female
Vera,first,female
Verbéna,first,female
Verita,first,female
Vern,first,male
Verona,first,female
Veronika,first,female
Veronka,first,female
Versény,first,male
Veránka,first,female
Veréna,first,female
Veselke,first,female
Veszna,first,female
Veszta,first,female
Vetti,first,female
Vetúriusz,first,male
Vezekény,first,male
Vicián,first,male
Vida,first,male
Vidor,first,male
Vidos,first,male
Vienna,first,female
Viggó,first,male
Viki,first,female
Vikram,first,male
Viktor,first,male
Viktorina,first,female
Viktória,first,female
Vilde,first,female
Vilhelma,first,female
Villő,first,female
Vilma,first,female
Vilmos,first,male
Vilora,first,female
Vilté,first,female
Vince,first,male
Vincencia,first,female
Vincent,first,male
Viola,first,female
Violenta,first,female
Violet,first,female
Violett,first,female
Violetta,first,female
Vira,first,female
Virgil,first,male
Virgília,first,female
Virgínia,first,female
Virgíniusz,first,male
Virág,first,female
Vitalina,first,female
Vitold,first,male
Vitolda,first,female
Vitus,first,male
Vitália,first,female
Vitályos,first,male
Vitány,first,male
Vitéz,first,male
Vivi,first,female
Vivianna,first,female
Vivien,first,female
Vivika,first,female
Viviána,first,female
Viátor,first,male
Vojta,first,male
Volfram,first,male
Vulkán,first,male
Várkony,first,male
Vásti,first,female
Vászoly,first,male
Vázsony,first,male
Véda,first,female
Vélia,first,female
Vénusz,first,female
Vérbulcsú,first,male
Vértes,first,male
Véta,first,female
Víd,first,male
Víta,first,female
Vító,first,male
Xavér,first,male
Xavéria,first,female
Xenodiké,first,female
Xerxész,first,male
Xéna,first,female
Xénia,first,female
Zada,first,female
Zafer,first,male
Zafira,first,female
Zafír,first,male
Zajta,first,male
Zajzon,first,male
Zakariás,first,male
Zakeus,first,male
Zakária,first,female
Zala,first,male
Zalán,first,male
Zalánka,first,female
Zaman,first,male
Zamfira,first,female
Zamina,first,female
Zamira,first,female
Zamíra,first,female
Zana,first,female
Zanót,first,female
Zara,first,female
Zarina,first,female
Zarán,first,male
Zaránd,first,male
Zazi,first,female
Zea,first,female
Zefira,first,female
Zeina,first,female
Zejna,first,female
Zejnep,first,female
Zeke,first,male
Zeki,first,male
Zekő,first,male
Zelena,first,female
Zelinde,first,female
Zella,first,female
Zelli,first,female
Zelma,first,female
Zelmos,first,male
Zenge,first,female
Zengő,first,female
Zenke,first,female
Zenkő,first,female
Zenon,first,male
Zenóbia,first,female
Zerénd,first,male
Zeta,first,female
Zete,first,male
Zetta,first,female
Zetti,first,female
Zetán,first,male
Zetár,first,male
Zev,first,male
Zia,first,female
Zigmunda,first,female
Zilia,first,female
Zille,first,female
Zimra,first,female
Zimány,first,male
Zinka,first,female
Zita,first,female
Ziza,first,female
Zizi,first,female
Zlata,first,female
Zlatan,first,male
Zlatkó,first,male
Zlátán,first,male
Zobor,first,male
Zoella,first,female
Zohár,first,male
Zoja,first,female
Zolna,first,female
Zolta,first,male
Zoltán,first,male
Zoltána,first,female
Zombor,first,male
Zomilla,first,female
Zonera,first,female
Zonga,first,female
Zongor,first,male
Zorba,first,male
Zorina,first,female
Zorinka,first,female
Zorka,first,female
Zorán,first,male
Zorána,first,female
Zotmund,first,male
Zovárd,first,male
Zovát,first,male
Zoárd,first,male
Zoárda,first,female
Zoé,first,female
Zsadán,first,male
Zsadány,first,male
Zsadányka,first,female
Zsaklin,first,female
Zsana,first,female
Zsanett,first,female
Zsanka,first,female
Zsanna,first,female
Zsazsa,first,female
Zsejke,first,female
Zselinke,first,female
Zsella,first,female
Zselyka,first,female
Zselyke,first,female
Zseni,first,female
Zserald,first,male
Zsigmond,first,male
Zsinett,first,female
Zsolna,first,female
Zsolt,first,male
Zsombor,first,male
Zsongor,first,male
Zsorzsett,first,female
Zsubor,first,male
Zsuzsa,first,female
Zsuzsanna,first,female
Zsuzsi,first,female
Zsuzsánna,first,female
Zsáklin,first,female
Zsálya,first,female
Zsázsa,first,female
